user-id,class,prediction,California,Georgia,NewYork
USER_001ac628,?,California,0.5678687086942078,0.35387985969644337,0.07825143160934883
USER_002ac912,?,NewYork,0.0728761841471202,0.14306375917656783,0.7840600566763121
USER_0089c6ed,?,NewYork,0.05833365716566389,0.014441238328382271,0.9272251045059539
USER_00bc828f,?,NewYork,0.01700309441622538,0.1626796615855662,0.8203172439982085
USER_00e7be97,?,NewYork,0.17805618475095727,0.0922500119637631,0.7296938032852797
USER_012b2595,?,California,0.549491991381081,0.09723244592590607,0.35327556269301286
USER_0139bf5c,?,NewYork,0.008028553947688404,0.0027436543938984845,0.9892277916584131
USER_020719b6,?,NewYork,0.0008202528279594903,0.002264432830279954,0.9969153143417605
USER_026a085b,?,NewYork,0.006066282222077754,0.009299265556215316,0.984634452221707
USER_028ea70d,?,Georgia,0.36761757095753955,0.6103422688257719,0.022040160216688677
USER_03c6b720,?,NewYork,0.0048586997918862096,0.005675350163772756,0.9894659500443411
USER_03e9e8a9,?,California,0.9519580401344041,0.017480566618060883,0.03056139324753495
USER_04b3ff64,?,California,0.858091521331256,0.09595301176880616,0.0459554668999378
USER_04d5ae7e,?,Georgia,0.01799987831217335,0.9356083605406499,0.04639176114717684
USER_04f00846,?,NewYork,0.003054354567259492,0.007347383427625786,0.9895982620051147
USER_059e3e4b,?,NewYork,0.0852946296549073,0.0282990741165758,0.8864062962285169
USER_060db402,?,NewYork,0.02148540813731503,0.03963632793728092,0.9388782639254041
USER_0617e84c,?,California,0.8867215207509191,0.020596759209841095,0.09268172003923968
USER_066aff57,?,Georgia,0.07976002984496586,0.8872477126662356,0.03299225748879857
USER_067bc0d1,?,NewYork,0.0029490723635395167,0.0023445671029107187,0.9947063605335498
USER_06ec6026,?,NewYork,0.06729662704268667,0.03487143330015122,0.8978319396571621
USER_073ae410,?,NewYork,0.11122515122983248,0.009273957531061488,0.879500891239106
USER_07713420,?,NewYork,0.11435470229894579,0.11817051376193642,0.7674747839391179
USER_07b8a39e,?,California,0.7800490163489441,0.16990671180419595,0.05004427184685999
USER_087cd93c,?,NewYork,0.05260422224513509,0.07809838280621101,0.8692973949486539
USER_08cdff74,?,NewYork,0.0026777615663475017,0.010684019808011464,0.9866382186256409
USER_098e1532,?,NewYork,0.05989027741600225,0.06973432060887222,0.8703754019751254
USER_0995db73,?,Georgia,0.03144005398019952,0.927947055904102,0.04061289011569853
USER_09dbf5de,?,California,0.4251688469003592,0.26750767774386003,0.3073234753557807
USER_0b5fa2eb,?,NewYork,0.005152521137469589,0.007437442840733801,0.9874100360217967
USER_0bd05d33,?,Georgia,0.01971297313675903,0.8841367083901723,0.09615031847306861
USER_0c09ba5c,?,California,0.6160976606870016,0.09286640872632695,0.29103593058667154
USER_0c7bb665,?,NewYork,0.003598895901793151,0.0031406261562519854,0.9932604779419548
USER_0cbd8e04,?,Georgia,0.039502977564617514,0.8791434194094875,0.08135360302589484
USER_0d71ddc1,?,NewYork,0.00745206849311724,0.0009752290906664869,0.9915727024162162
USER_0d78e1b8,?,NewYork,0.0069872564478392855,0.0020656202941809055,0.9909471232579797
USER_0ddfa5e6,?,Georgia,0.21970579221931585,0.6223902885880797,0.15790391919260455
USER_0e354317,?,California,0.532496210329642,0.1675068832812715,0.2999969063890864
USER_0e35810b,?,NewYork,0.2607021194162642,0.19922346945432148,0.5400744111294143
USER_0e541dce,?,California,0.5265791223849926,0.12205631010995778,0.35136456750504963
USER_0e8ad62f,?,NewYork,0.027779121103057372,0.022796696345777984,0.9494241825511647
USER_0f000fe4,?,NewYork,0.005976925795441791,0.002264949513906991,0.9917581246906513
USER_0fbe981e,?,California,0.6877808247013333,0.10107969663853889,0.21113947866012786
USER_10e660ae,?,California,0.8661051617635935,0.04140216962639656,0.09249266861001011
USER_114ebefd,?,California,0.9367374605039647,0.021404945358164625,0.04185759413787077
USER_11e68741,?,NewYork,0.25478105260013906,0.22307674721642623,0.5221422001834347
USER_12093513,?,NewYork,0.1769078246455604,0.0038698118318065597,0.8192223635226331
USER_1267d8f7,?,NewYork,0.003595584625364973,0.002516056854940529,0.9938883585196946
USER_1268d148,?,NewYork,0.033015442820794466,0.021523522419719346,0.9454610347594862
USER_12e20166,?,NewYork,0.03796969933272922,0.004648753227625025,0.9573815474396458
USER_1385a20d,?,NewYork,0.020950465402688443,0.007333248056218773,0.9717162865410929
USER_13f7c11a,?,NewYork,0.03665420220674146,0.007086147584933173,0.9562596502083255
USER_14d8ba66,?,NewYork,0.246545060732969,0.11886192787390296,0.6345930113931281
USER_154028ac,?,California,0.973538185653596,0.010284281834991018,0.01617753251141306
USER_154aa5bb,?,NewYork,0.022860710439325627,0.017842133852850557,0.9592971557078239
USER_1552bae0,?,NewYork,0.05745684200837322,0.0058999960946894804,0.9366431618969373
USER_1562978a,?,NewYork,0.07125198248733157,0.13854293977500562,0.790205077737663
USER_1577a117,?,NewYork,0.007414672684019039,0.0099697443629601,0.9826155829530208
USER_15cb67cc,?,NewYork,0.0022153978599546726,0.006471672855012603,0.9913129292850328
USER_16d5c2a2,?,Georgia,0.04873098739510778,0.931866751928484,0.019402260676408177
USER_17436f9d,?,NewYork,0.038778710715724224,0.055175318387256374,0.9060459708970193
USER_17ad6a4d,?,NewYork,0.0029946653747981245,0.009880016203212856,0.987125318421989
USER_17b7197e,?,NewYork,0.001471757154890793,0.0016422417619524178,0.9968860010831567
USER_18043b98,?,NewYork,0.0020998251731938534,0.0019059813151805955,0.9959941935116254
USER_18668846,?,NewYork,0.06176461361081664,0.04294122870135587,0.8952941576878276
USER_18bfa1bf,?,NewYork,0.021838947610625187,0.003298083578113303,0.9748629688112614
USER_1911ce8d,?,NewYork,0.44898650170794274,0.09933746472597062,0.4516760335660866
USER_19325d87,?,NewYork,0.008116658721962738,0.00667323096721951,0.9852101103108177
USER_1963fbc7,?,California,0.9067127314536213,0.024183373488011518,0.06910389505836721
USER_19bec732,?,California,0.48286453004900837,0.31088456491745453,0.20625090503353719
USER_19f5e58a,?,NewYork,0.08356839779821738,0.11338734763640426,0.8030442545653784
USER_1a666e73,?,NewYork,0.3404791126627194,0.021208676485843413,0.6383122108514371
USER_1ad6ec92,?,California,0.6232968093658596,0.06481376349900383,0.31188942713513645
USER_1af91382,?,NewYork,0.0608003032625549,0.03574523529195223,0.9034544614454928
USER_1b02b054,?,NewYork,0.06124108237493201,0.14442824908169513,0.7943306685433729
USER_1b0fbdca,?,California,0.847694607051086,0.04749242769441236,0.10481296525450148
USER_1b27e15d,?,California,0.4881000495439535,0.22057938715058745,0.2913205633054589
USER_1b2d5f01,?,California,0.9601032947266052,0.01383398087071475,0.026062724402680114
USER_1b47273a,?,NewYork,0.13016329809517768,0.1606465759349179,0.7091901259699045
USER_1b593ea0,?,California,0.6974014467480192,0.03560861920760439,0.2669899340443766
USER_1bad49c0,?,NewYork,0.19419723812671572,0.044164709149014166,0.7616380527242702
USER_1bf805fc,?,NewYork,0.3097907640572493,0.06879297372061412,0.6214162622221364
USER_1c2bdb85,?,California,0.6039220841068076,0.11709394665560499,0.27898396923758756
USER_1c35dac9,?,California,0.8533920565375535,0.02500943904116526,0.12159850442128113
USER_1c47c320,?,Georgia,0.34766780813660264,0.5108684503607631,0.14146374150263424
USER_1c502a4a,?,NewYork,0.12791830287503636,0.022121391306874932,0.8499603058180888
USER_1c87f445,?,Georgia,0.3118239207764022,0.3816213870096742,0.3065546922139237
USER_1cd174a5,?,Georgia,0.1557271042101896,0.5997188901250813,0.24455400566472926
USER_1ce79b71,?,NewYork,0.2090166967027508,0.03984820052267837,0.751135102774571
USER_1d197eb1,?,NewYork,0.05874041443412606,0.08625457352225821,0.8550050120436157
USER_1d7fb750,?,NewYork,0.01768822684020041,0.017103959677596054,0.9652078134822036
USER_1d9ecd1f,?,NewYork,0.04918065042795338,0.09381041649633748,0.8570089330757091
USER_1e0d7389,?,California,0.4385116499453918,0.12535919521761793,0.4361291548369903
USER_1e29440e,?,NewYork,0.00534200663013213,0.00463913029511455,0.9900188630747535
USER_1e2ec93e,?,California,0.4806342522694332,0.04844481319754863,0.4709209345330182
USER_1e417ec3,?,California,0.9018432284691481,0.013239656496838894,0.08491711503401302
USER_1e8adcef,?,NewYork,0.009475658829878917,0.011336825632717344,0.9791875155374037
USER_1e9813c3,?,NewYork,0.33803121809624626,0.12809450985699042,0.5338742720467633
USER_1eb22f1f,?,NewYork,0.2436324700868167,0.03807215579783105,0.7182953741153522
USER_1eeef1ca,?,NewYork,0.003694791912719324,0.002211057395443383,0.9940941506918373
USER_1f012225,?,NewYork,0.0038403357118065432,0.0047589346423852095,0.9914007296458083
USER_1f15e428,?,NewYork,0.057166048202791586,0.03235128706808844,0.9104826647291199
USER_1f48b92c,?,NewYork,0.15780956168908317,0.08441692489085287,0.7577735134200639
USER_1fd26730,?,NewYork,0.3378674001139382,0.27393933138338655,0.3881932685026753
USER_1fde2545,?,California,0.3590080858089599,0.3337605961483327,0.3072313180427074
USER_1ffc01ae,?,NewYork,0.1754123680798423,0.16417406216933067,0.660413569750827
USER_2047ae1b,?,Georgia,0.3779174206746758,0.4603645184636431,0.16171806086168103
USER_209f9da7,?,NewYork,0.007916226174425316,0.003852805173075304,0.9882309686524994
USER_21221c3a,?,NewYork,0.008408775434351748,0.004223999070569936,0.9873672254950784
USER_212f6e96,?,Georgia,0.01586358171566149,0.819723312600485,0.16441310568385345
USER_21570d2c,?,NewYork,0.051491962556465626,0.023788957036676155,0.9247190804068581
USER_216928f7,?,NewYork,0.375805942511492,0.12183974751938981,0.5023543099691181
USER_216b9538,?,Georgia,0.02984543536268488,0.8550306985444196,0.11512386609289553
USER_21e25657,?,NewYork,0.004760893354080187,0.016591897114652074,0.9786472095312677
USER_228b4a0c,?,NewYork,0.009019492461351565,0.004638715301287913,0.9863417922373605
USER_22d6881b,?,California,0.8973050684122095,0.052445063084389815,0.05024986850340085
USER_2370f6bf,?,NewYork,0.0006550806737871783,0.0010626779881796453,0.9982822413380331
USER_238d70d5,?,NewYork,0.0016517092065487216,0.0009490045041442657,0.9973992862893071
USER_24128d4b,?,NewYork,0.003190148799151373,0.002656006035017785,0.9941538451658308
USER_2481e157,?,NewYork,0.016884952272336363,0.00616309177397641,0.9769519559536873
USER_249535bf,?,Georgia,0.044182515124664305,0.6076932309170721,0.3481242539582637
USER_250ddab9,?,NewYork,0.2328641125538018,0.28041340804900294,0.4867224793971952
USER_256b54bd,?,NewYork,0.0027291366521520056,0.00217645856458637,0.9950944047832617
USER_25908f1a,?,NewYork,0.01250222973707138,0.02542542146912186,0.9620723487938068
USER_25af73f5,?,NewYork,0.08844574079120103,0.03389934545235277,0.8776549137564463
USER_26007171,?,NewYork,0.04945632267025996,0.011844324113241125,0.938699353216499
USER_2606a86d,?,California,0.9823097923227482,0.013258834331627247,0.004431373345624656
USER_2630cb48,?,NewYork,0.0070741795906668166,0.01809187290949976,0.9748339474998333
