user-id,class,prediction,California,Georgia,NewYork
USER_001ac628,?,California,0.06884114,0.008572311,0.02258656
USER_002ac912,?,NewYork,0.015405032,0.0046853404,0.07990962
USER_0089c6ed,?,California,0.05186238,0.0150836585,0.033053957
USER_00bc828f,?,NewYork,0.00028257084,0.0006179179,0.09909951
USER_00e7be97,?,NewYork,0.019246398,0.007366486,0.073387116
USER_012b2595,?,California,0.09313107,0.00012365979,0.00674527
USER_0139bf5c,?,NewYork,0.0067933113,0.004038199,0.0891685
USER_020719b6,?,NewYork,9.408465e-08,4.3100656e-05,0.0999568
USER_026a085b,?,NewYork,0.0005974218,0.0003928829,0.09900969
USER_028ea70d,?,Georgia,0.0073893555,0.074577495,0.018033149
USER_03c6b720,?,NewYork,0.0003860694,0.00038259657,0.09923133
USER_03e9e8a9,?,California,0.09462736,0.0049947486,0.0003778946
USER_04b3ff64,?,California,0.04169763,0.025279155,0.033023216
USER_04d5ae7e,?,Georgia,0.00073020725,0.09892658,0.00034320675
USER_04f00846,?,NewYork,1.4483002e-05,0.0004311393,0.099554375
USER_059e3e4b,?,NewYork,0.011019314,0.0049531003,0.08402758
USER_060db402,?,NewYork,0.008090897,0.019435538,0.07247357
USER_0617e84c,?,California,0.08709575,0.0028932788,0.010010966
USER_066aff57,?,Georgia,2.0203468e-05,0.09992872,5.1082832e-05
USER_067bc0d1,?,NewYork,0.004325972,0.006229284,0.08944474
USER_06ec6026,?,NewYork,0.0344813,0.0071215406,0.058397163
USER_073ae410,?,NewYork,0.024394501,0.0069212453,0.06868425
USER_07713420,?,NewYork,0.01815284,0.0052036685,0.07664348
USER_07b8a39e,?,California,0.084421195,0.010958738,0.0046200636
USER_087cd93c,?,NewYork,0.00955132,0.020785011,0.069663666
USER_08cdff74,?,NewYork,0.0009163053,0.0019893604,0.09709434
USER_098e1532,?,NewYork,0.010954526,0.004996498,0.08404897
USER_0995db73,?,Georgia,0.006293484,0.081600234,0.01210628
USER_09dbf5de,?,NewYork,0.026794512,0.017712027,0.055493463
USER_0b5fa2eb,?,NewYork,0.0042353165,0.004147661,0.09161703
USER_0bd05d33,?,Georgia,0.011176569,0.069839254,0.018984182
USER_0c09ba5c,?,Georgia,0.006512166,0.08635509,0.0071327486
USER_0c7bb665,?,NewYork,0.0007442006,0.0011079314,0.09814787
USER_0cbd8e04,?,Georgia,0.016221294,0.047041133,0.036737572
USER_0d71ddc1,?,NewYork,2.2524803e-08,4.564563e-07,0.099999525
USER_0d78e1b8,?,NewYork,0.016266257,0.00715462,0.07657913
USER_0ddfa5e6,?,Georgia,0.015166134,0.06360497,0.021228896
USER_0e354317,?,California,0.043960918,0.02134702,0.034692068
USER_0e35810b,?,Georgia,0.026400242,0.046823386,0.026776377
USER_0e541dce,?,NewYork,0.036461774,0.00721467,0.056323558
USER_0e8ad62f,?,NewYork,0.0007288352,0.00039231768,0.098878846
USER_0f000fe4,?,NewYork,6.322135e-05,0.00010529051,0.099831484
USER_0fbe981e,?,California,0.043345448,0.016898388,0.03975616
USER_10e660ae,?,NewYork,0.041687604,0.011989597,0.046322796
USER_114ebefd,?,Georgia,0.007779515,0.075334206,0.016886285
USER_11e68741,?,NewYork,0.013844611,0.039415047,0.046740342
USER_12093513,?,NewYork,0.01081571,0.0044097677,0.08477452
USER_1267d8f7,?,NewYork,0.0015513354,0.0004229311,0.09802573
USER_1268d148,?,NewYork,0.0029402717,0.007792196,0.08926753
USER_12e20166,?,NewYork,0.0077062882,0.0032430603,0.08905065
USER_1385a20d,?,NewYork,0.0039480785,0.0062886267,0.0897633
USER_13f7c11a,?,NewYork,0.025341019,0.0023758083,0.07228317
USER_14d8ba66,?,California,0.055437226,0.008968841,0.03559393
USER_154028ac,?,California,0.095486,0.0009900129,0.003523995
USER_154aa5bb,?,NewYork,0.001247103,0.0007498519,0.098003045
USER_1552bae0,?,NewYork,0.02542891,0.004955558,0.069615535
USER_1562978a,?,NewYork,0.003697611,0.0016978314,0.09460456
USER_1577a117,?,NewYork,0.002480711,0.0027982756,0.09472102
USER_15cb67cc,?,NewYork,1.2713028e-06,7.762664e-06,0.099990964
USER_16d5c2a2,?,Georgia,0.007832295,0.0846245,0.0075432113
USER_17436f9d,?,NewYork,0.021420415,0.012290629,0.06628896
USER_17ad6a4d,?,NewYork,6.205791e-05,0.0006351428,0.0993028
USER_17b7197e,?,NewYork,1.6395788e-07,3.5852494e-07,0.09999947
USER_18043b98,?,NewYork,0.0028900781,0.0027849984,0.094324924
USER_18668846,?,California,0.059422135,0.016810153,0.023767713
USER_18bfa1bf,?,NewYork,0.0011673777,0.0003477057,0.09848491
USER_1911ce8d,?,NewYork,0.02938522,0.0039368677,0.06667791
USER_19325d87,?,NewYork,0.0009031541,0.0015898149,0.09750703
USER_1963fbc7,?,California,0.06996365,0.012207988,0.017828358
USER_19bec732,?,Georgia,0.0054345233,0.091866165,0.0026993076
USER_19f5e58a,?,Georgia,0.017738918,0.051249932,0.031011146
USER_1a666e73,?,California,0.057424612,0.0039620013,0.03861338
USER_1ad6ec92,?,California,0.07468206,0.0055542635,0.019763684
USER_1af91382,?,NewYork,0.007703154,0.0042536473,0.0880432
USER_1b02b054,?,NewYork,0.022245955,0.02089576,0.056858283
USER_1b0fbdca,?,California,0.076315865,0.015585566,0.008098572
USER_1b27e15d,?,California,0.045862496,0.020262627,0.033874877
USER_1b2d5f01,?,California,0.09995627,1.716462e-05,2.6557236e-05
USER_1b47273a,?,Georgia,0.007192561,0.08577581,0.007031636
USER_1b593ea0,?,California,0.07110754,0.008846087,0.020046378
USER_1bad49c0,?,NewYork,0.004549344,0.0025816222,0.09286903
USER_1bf805fc,?,NewYork,0.03014641,0.006826896,0.06302669
USER_1c2bdb85,?,California,0.07366639,0.009572649,0.016760962
USER_1c35dac9,?,NewYork,0.010675234,0.008387548,0.080937214
USER_1c47c320,?,Georgia,0.026712831,0.059517913,0.013769262
USER_1c502a4a,?,NewYork,0.025721258,0.004361271,0.06991746
USER_1c87f445,?,NewYork,0.028477218,0.019512715,0.052010067
USER_1cd174a5,?,NewYork,0.011820588,0.010228349,0.077951066
USER_1ce79b71,?,California,0.046445422,0.014649908,0.03890467
USER_1d197eb1,?,NewYork,0.01298521,0.011861306,0.075153485
USER_1d7fb750,?,NewYork,0.00033203213,0.0015399957,0.098127976
USER_1d9ecd1f,?,NewYork,0.009027889,0.011441625,0.079530485
USER_1e0d7389,?,California,0.035842337,0.03494889,0.029208776
USER_1e29440e,?,NewYork,0.0027899896,0.0015669608,0.09564305
USER_1e2ec93e,?,NewYork,0.030624818,0.005714401,0.063660786
USER_1e417ec3,?,California,0.08024128,0.0049990793,0.014759652
USER_1e8adcef,?,NewYork,0.0055912514,0.0028827465,0.091526
USER_1e9813c3,?,NewYork,0.039126366,0.012770777,0.048102863
USER_1eb22f1f,?,NewYork,0.017506447,0.00922033,0.07327323
USER_1eeef1ca,?,NewYork,0.002533392,0.0011379434,0.09632866
USER_1f012225,?,NewYork,0.0009067665,0.001414622,0.09767862
USER_1f15e428,?,Georgia,0.020482518,0.050830822,0.028686654
USER_1f48b92c,?,California,0.06517749,0.013834408,0.020988101
USER_1fd26730,?,NewYork,0.014829834,0.040600296,0.04456987
USER_1fde2545,?,California,0.039858665,0.028104413,0.032036915
USER_1ffc01ae,?,NewYork,0.04092476,0.010548973,0.04852627
USER_2047ae1b,?,NewYork,0.03076297,0.028226862,0.041010175
USER_209f9da7,?,NewYork,0.001111678,0.0007405516,0.09814777
USER_21221c3a,?,NewYork,0.004822125,0.0038306802,0.09134719
USER_212f6e96,?,Georgia,0.0069214837,0.06662586,0.026452651
USER_21570d2c,?,NewYork,0.009568234,0.004248932,0.08618283
USER_216928f7,?,NewYork,0.017894387,0.011628178,0.07047744
USER_216b9538,?,Georgia,0.0002665556,0.09320054,0.0065328954
USER_21e25657,?,NewYork,0.0014431837,0.002976962,0.095579855
USER_228b4a0c,?,NewYork,0.005882953,0.004616447,0.089500606
USER_22d6881b,?,California,0.07083635,0.00785834,0.021305313
USER_2370f6bf,?,NewYork,0.00013812324,0.00014076705,0.09972112
USER_238d70d5,?,NewYork,8.872627e-07,5.5873984e-06,0.09999353
USER_24128d4b,?,NewYork,0.0043267654,0.0035247467,0.09214849
USER_2481e157,?,NewYork,0.004194095,0.0019746176,0.093831286
USER_249535bf,?,NewYork,0.0178859,0.032513525,0.049600568
USER_250ddab9,?,California,0.056803547,0.018507203,0.024689248
USER_256b54bd,?,NewYork,4.308214e-09,1.7553893e-07,0.09999982
USER_25908f1a,?,NewYork,0.0047157174,0.0070767947,0.08820749
USER_25af73f5,?,NewYork,0.018571276,0.004200241,0.077228494
USER_26007171,?,NewYork,0.0021596858,0.003503802,0.09433651
USER_2606a86d,?,California,0.09871623,0.0008688577,0.00041491818
